name
Gigabyte GeForce RTX 4070 Ti SUPER 16GB WINDFORCE OC
Gigabyte GeForce RTX 4080 16GB GAMING OC
Gigabyte GeForce RTX 4080 SUPER 16GB GAMING OC
Gigabyte GeForce RTX 4090 24GB GAMING
Gigabyte GeForce RTX 4090 24GB GAMING OC
Gigabyte GeForce RTX 5050 8GB GAMING
Gigabyte GeForce RTX 5050 8GB GAMING OC
Gigabyte GeForce RTX 5050 8GB WINDFORCE OC
Gigabyte GeForce RTX 5060 8GB EAGLE OC
Gigabyte GeForce RTX 5060 8GB WINDFORCE
Gigabyte GeForce RTX 5060 8GB WINDFORCE 2X OC
Gigabyte GeForce RTX 5060 8GB WINDFORCE OC
Gigabyte GeForce RTX 5060 Ti 16GB WINDFORCE OC
Gigabyte GeForce RTX 5060 Ti 8GB EAGLE OC
Gigabyte GeForce RTX 5060 Ti 8GB WINDFORCE
Gigabyte GeForce RTX 5060 Ti 8GB WINDFORCE OC
Gigabyte GeForce RTX 5070 12GB Aero OC
Gigabyte GeForce RTX 5070 12GB EAGLE ICE SFF OC
Gigabyte GeForce RTX 5070 12GB EAGLE OC
Gigabyte GeForce RTX 5070 12GB EAGLE SFF OC
Gigabyte GeForce RTX 5070 12GB GAMING OC
Gigabyte GeForce RTX 5070 12GB WINDFORCE SFF OC
Gigabyte GeForce RTX 5070 Ti 16GB EAGLE ICE OC White
Gigabyte GeForce RTX 5070 Ti 16GB EAGLE ICE SFF OC
Gigabyte GeForce RTX 5070 Ti 16GB EAGLE SFF OC
Gigabyte GeForce RTX 5070 Ti 16GB GAMING OC
Gigabyte GeForce RTX 5070 Ti 16GB WINDFORCE SFF OC
Gigabyte GeForce RTX 5080 16GB
Gigabyte GeForce RTX 5080 16GB Aero SFF OC
Gigabyte GeForce RTX 5080 16GB GAMING OC
Gigabyte GeForce RTX 5080 16GB WINDFORCE SFF OC
Gigabyte GeForce RTX 5090 32GB
Gigabyte GeForce RTX 5090 32GB GAMING OC
Gigabyte GeForce RTX 5090 32GB WINDFORCE OC
Gigabyte Radeon RX 7600 8GB GAMING OC
Gigabyte Radeon RX 7600 XT 16GB GAMING OC
Gigabyte Radeon RX 7700 XT 12GB GAMING OC
Gigabyte Radeon RX 7800 XT 16GB GAMING OC
Gigabyte Radeon RX 9060 XT 16GB GAMING OC
Gigabyte Radeon RX 9070 16GB GAMING OC
Gigabyte Radeon RX 9070 XT 16GB GAMING OC
INNO3D GeForce RTX 3050 6GB Twin V2 X2
INNO3D GeForce RTX 3050 8GB Twin X2
INNO3D GeForce RTX 5060 8GB Twin X2
INNO3D GeForce RTX 5070 12GB Twin X2
INNO3D GeForce RTX 5080 16GB OC
MANLI GeForce RTX 3050 8GB Dual Fan
MANLI GeForce RTX 3060 12GB Dual Fan
MANLI GeForce RTX 4060 8GB
MSI GeForce GT 1030 2GB OC
MSI GeForce GT 710 2GB
MSI GeForce GT 730 4GB
MSI GeForce GTX 1650 4GB VENTUS XS
MSI GeForce RTX 3050 6GB
MSI GeForce RTX 3050 6GB 2X OC
MSI GeForce RTX 3050 6GB E OC
MSI GeForce RTX 3050 6GB OC
MSI GeForce RTX 3050 6GB VENTUS 2X OC
MSI GeForce RTX 3050 6GB VENTUS E 2X OC
MSI GeForce RTX 3050 8GB VENTUS 2X OC
MSI GeForce RTX 3050 8GB VENTUS XS 2X
MSI GeForce RTX 3050 8GB VENTUS XS 2X OC
MSI GeForce RTX 3050 8GB VENTUS XS 2X OC White
MSI GeForce RTX 3060 12GB VENTUS 2X OC
MSI GeForce RTX 3080 12GB VENTUS Plus 3X OC
MSI GeForce RTX 3080 12GB VENTUS Plus OC
MSI GeForce RTX 3090 24GB
MSI GeForce RTX 4060 8GB GAMING X
MSI GeForce RTX 4060 8GB VENTUS 2X OC
MSI GeForce RTX 4060 8GB VENTUS 2X OC White
MSI GeForce RTX 4060 Ti 16GB GAMING X Slim
MSI GeForce RTX 4060 Ti 16GB GAMING X Slim White
MSI GeForce RTX 4060 Ti 16GB VENTUS 2X
MSI GeForce RTX 4060 Ti 16GB VENTUS 2X OC
MSI GeForce RTX 4060 Ti 16GB VENTUS 3X OC
MSI GeForce RTX 4060 Ti 8GB GAMING X
MSI GeForce RTX 4060 Ti 8GB GAMING X Slim
MSI GeForce RTX 4060 Ti 8GB VENTUS 2X OC
MSI GeForce RTX 4070 12GB GAMING X Slim
MSI GeForce RTX 4070 12GB GAMING X Slim White
MSI GeForce RTX 4070 12GB VENTUS 2X OC White
MSI GeForce RTX 4070 12GB VENTUS E 2X OC
MSI GeForce RTX 4070 SUPER 12GB GAMING X Slim
MSI GeForce RTX 4070 SUPER 12GB GAMING X Slim White
MSI GeForce RTX 4070 SUPER 12GB VENTUS 2X OC
MSI GeForce RTX 4070 SUPER 12GB VENTUS 2X OC White
MSI GeForce RTX 4070 SUPER 12GB VENTUS 3X OC
MSI GeForce RTX 4070 Ti 12GB GAMING X Slim White
MSI GeForce RTX 4070 Ti 12GB VENTUS 2X OC
MSI GeForce RTX 4070 Ti 12GB VENTUS 3X OC
MSI GeForce RTX 4070 Ti 12GB VENTUS E 3X OC
MSI GeForce RTX 4070 Ti SUPER 16GB GAMING X Slim
MSI GeForce RTX 4070 Ti SUPER 16GB VENTUS 2X OC
MSI GeForce RTX 4070 Ti SUPER 16GB VENTUS 3X OC
MSI GeForce RTX 4080 16GB VENTUS 3X OC
MSI GeForce RTX 4080 SUPER 16GB
MSI GeForce RTX 4080 SUPER 16GB GAMING X Slim
MSI GeForce RTX 4080 SUPER 16GB GAMING X Slim White
MSI GeForce RTX 4090 24GB
MSI GeForce RTX 4090 24GB GAMING X
MSI GeForce RTX 4090 24GB GAMING X Slim
MSI GeForce RTX 4090 24GB VENTUS 3X OC
MSI GeForce RTX 4090 24GB VENTUS E 3X OC
MSI GeForce RTX 5050 8GB OC
MSI GeForce RTX 5050 8GB SHADOW 2X OC
MSI GeForce RTX 5050 8GB SHADOW BULK 2X OC
MSI GeForce RTX 5050 8GB VENTUS 2X
MSI GeForce RTX 5050 8GB VENTUS 2X OC
MSI GeForce RTX 5060 8GB INSPIRE 2X OC
MSI GeForce RTX 5060 8GB OC
MSI GeForce RTX 5060 8GB SHADOW 2X
MSI GeForce RTX 5060 8GB SHADOW 2X OC
MSI GeForce RTX 5060 8GB SHADOW BULK 2X OC
MSI GeForce RTX 5060 8GB VENTUS 2X OC
MSI GeForce RTX 5060 8GB VENTUS 2X OC White
MSI GeForce RTX 5060 Ti 16GB INSPIRE 2X OC
MSI GeForce RTX 5060 Ti 16GB OC
MSI GeForce RTX 5060 Ti 16GB SHADOW 2X OC
MSI GeForce RTX 5060 Ti 16GB SHADOW Plus 2X OC
MSI GeForce RTX 5060 Ti 16GB SHADOW Plus BULK 2X OC
MSI GeForce RTX 5060 Ti 16GB TRIO
MSI GeForce RTX 5060 Ti 16GB TRIO OC
MSI GeForce RTX 5060 Ti 16GB TRIO OC White
MSI GeForce RTX 5060 Ti 16GB VENTUS 2X OC
MSI GeForce RTX 5060 Ti 16GB VENTUS 3X OC
MSI GeForce RTX 5060 Ti 16GB VENTUS Plus 2X OC
MSI GeForce RTX 5060 Ti 8GB VENTUS 2X OC
MSI GeForce RTX 5060 Ti 8GB VENTUS Plus 2X OC
MSI GeForce RTX 5070 12GB INSPIRE
MSI GeForce RTX 5070 12GB INSPIRE 3X OC
MSI GeForce RTX 5070 12GB SHADOW 2X OC
MSI GeForce RTX 5070 12GB SHADOW 3X OC
MSI GeForce RTX 5070 12GB TRIO OC
MSI GeForce RTX 5070 12GB TRIO OC White
MSI GeForce RTX 5070 12GB VANGUARD
MSI GeForce RTX 5070 12GB VENTUS 2X OC
MSI GeForce RTX 5070 12GB VENTUS 2X OC White
MSI GeForce RTX 5070 12GB VENTUS 3X OC
MSI GeForce RTX 5070 12GB World of Warcraft OC
MSI GeForce RTX 5070 Ti 16GB INSPIRE 3X OC
MSI GeForce RTX 5070 Ti 16GB INSPIRE Plus 3X OC
MSI GeForce RTX 5070 Ti 16GB INSPIRE Plus OC
MSI GeForce RTX 5070 Ti 16GB MLG OC
MSI GeForce RTX 5070 Ti 16GB SHADOW 3X OC
MSI GeForce RTX 5070 Ti 16GB TRIO OC
MSI GeForce RTX 5070 Ti 16GB TRIO OC White
MSI GeForce RTX 5070 Ti 16GB TRIO Plus OC
MSI GeForce RTX 5070 Ti 16GB VANGUARD
MSI GeForce RTX 5070 Ti 16GB VENTUS 3X OC
MSI GeForce RTX 5070 Ti 16GB VENTUS Plus 3X OC
MSI GeForce RTX 5080 16GB
MSI GeForce RTX 5080 16GB INSPIRE 3X OC
MSI GeForce RTX 5080 16GB INSPIRE Plus 3X OC
MSI GeForce RTX 5080 16GB SHADOW 3X OC
MSI GeForce RTX 5080 16GB TRIO OC
MSI GeForce RTX 5080 16GB TRIO OC White
MSI GeForce RTX 5080 16GB VANGUARD
MSI GeForce RTX 5080 16GB VENTUS 3X OC
MSI GeForce RTX 5080 16GB VENTUS 3X OC White
MSI GeForce RTX 5080 16GB VENTUS Plus 3X OC
MSI GeForce RTX 5090 32GB
MSI GeForce RTX 5090 32GB LIGHTNING Z Plus
MSI GeForce RTX 5090 32GB TRIO OC
MSI GeForce RTX 5090 32GB VANGUARD
MSI GeForce RTX 5090 32GB VANGUARD OC
MSI GeForce RTX 5090 32GB VENTUS 3X OC
MSI Radeon RX 6600 XT 8GB MECH 2X
MSI Radeon RX 6700 XT 12GB MECH 2X
MSI Radeon RX 6900 XT 16GB
OCPC Radeon RX 580 8GB
PNY GeForce GT 1030 2GB
PNY GeForce GTX 1650 4GB
PNY GeForce GTX 1650 4GB OC
PNY GeForce RTX 2060 12GB
PNY GeForce RTX 2060 12GB REVEL Dual Fan
PNY GeForce RTX 3050 6GB
PNY GeForce RTX 3050 6GB Dual Fan
PNY GeForce RTX 5050 8GB Dual Fan
PNY GeForce RTX 5050 8GB Dual Fan 2X
PNY GeForce RTX 5060 8GB
PNY GeForce RTX 5060 8GB Dual Fan
PNY GeForce RTX 5060 8GB Dual Fan 2X OC
PNY GeForce RTX 5060 8GB Dual Fan OC
PNY GeForce RTX 5060 8GB OC
PNY GeForce RTX 5060 Ti 16GB Dual Fan
PNY GeForce RTX 5060 Ti 16GB Dual Fan OC
PNY GeForce RTX 5060 Ti 16GB OC
PNY GeForce RTX 5060 Ti 16GB RGB Triple Fan OC
PNY GeForce RTX 5060 Ti 8GB Dual Fan
PNY GeForce RTX 5060 Ti 8GB Dual Fan OC
PNY GeForce RTX 5070 12GB
PNY GeForce RTX 5070 12GB ARGB Triple Fan OC
PNY GeForce RTX 5070 12GB OC
PNY GeForce RTX 5070 Ti 16GB OC
Palit GeForce GT 710 2GB
Palit GeForce RTX 3060 12GB Dual OC
Palit GeForce RTX 3070 8GB Game Rock
PowerColor Fighter Radeon RX 7800 XT 16GB
PowerColor Fighter Radeon RX 7800 XT 16GB 3X OC
PowerColor Hellhound Radeon RX 7800 XT 16GB
PowerColor Hellhound Radeon RX 7800 XT 16GB 3X OC
PowerColor Radeon RX 7800 XT 16GB
Sapphire PULSE Radeon RX 9060 XT 16GB OC
WINNFOX GeForce GT 730 4GB
XFX Speedster SWFT 210 Radeon RX 7600 XT 16GB
XFX Swift Radeon RX 9060 XT 8GB OC White
XStorm GeForce GT 610 2GB
ZEPHYR Radeon RX 6650 XT 8GB MINI Loong Year Limited Edition White
ZOTAC GAMING GeForce GTX 1650 4GB
ZOTAC GAMING GeForce RTX 2060 6GB
ZOTAC GAMING GeForce RTX 3050 6GB LP
ZOTAC GAMING GeForce RTX 3050 6GB SOLO
ZOTAC GAMING GeForce RTX 3050 6GB Twin Edge OC
ZOTAC GAMING GeForce RTX 3060 12GB Twin Edge
ZOTAC GAMING GeForce RTX 3060 12GB Twin Edge OC
ZOTAC GAMING GeForce RTX 3070 Ti 8GB TRINITY
ZOTAC GAMING GeForce RTX 4060 8GB Twin Edge
ZOTAC GAMING GeForce RTX 4060 Ti 16GB Twin Edge
ZOTAC GAMING GeForce RTX 4060 Ti 8GB Twin Edge
ZOTAC GAMING GeForce RTX 5050 8GB Twin Edge
ZOTAC GAMING GeForce RTX 5060 8GB AMP
ZOTAC GAMING GeForce RTX 5060 8GB SOLO
ZOTAC GAMING GeForce RTX 5060 8GB Twin Edge
ZOTAC GAMING GeForce RTX 5060 Ti 16GB Twin Edge
ZOTAC GAMING GeForce RTX 5060 Ti 8GB Twin Edge
ZOTAC GAMING GeForce RTX 5070 12GB
ZOTAC GAMING GeForce RTX 5070 12GB OC
ZOTAC GAMING GeForce RTX 5070 12GB Twin Edge
ZOTAC GAMING GeForce RTX 5070 12GB Twin Edge OC
ZOTAC GAMING GeForce RTX 5070 12GB Twin Edge White
ZOTAC GAMING GeForce RTX 5070 Ti 16GB
ZOTAC GAMING GeForce RTX 5070 Ti 16GB Extreme INFINITY
ZOTAC GAMING GeForce RTX 5070 Ti 16GB Extreme INFINITY AMP
ZOTAC GAMING GeForce RTX 5070 Ti 16GB OC
ZOTAC GAMING GeForce RTX 5070 Ti 16GB OC White
ZOTAC GAMING GeForce RTX 5070 Ti 16GB SFF
ZOTAC GAMING GeForce RTX 5080 16GB
ZOTAC GeForce RTX 4080 16GB TRINITY
